"ensembl_gene_id","external_gene_name","gene_biotype","external_gene_source","postip_21c_3.5","postip_21c_1.23","postip_21c_1.9","postip_21s_6.11","postip_21s_3.15","postip_21s_1.23","preip_21c_3.5","preip_21c_1.23","preip_21c_1.9","preip_21s_6.11","preip_21s_3.15","preip_21s_1.23"
"ENSMUSG00000056665","Them6","protein_coding","MGI Symbol",1767,1139,1035,1210,1052,1935,812,768,568,839,422,604
"ENSMUSG00000056666","Retsat","protein_coding","MGI Symbol",99,72,81,64,73,76,92,82,78,135,92,81
"ENSMUSG00000056671","Prelid2","protein_coding","MGI Symbol",0,0,4,0,1,0,4,4,7,1,7,2
"ENSMUSG00000056673","Kdm5d","protein_coding","MGI Symbol",40,13,159,52,56,69,101,58,200,110,139,186
"ENSMUSG00000056679","Gpr173","protein_coding","MGI Symbol",1018,403,353,299,260,251,467,321,275,293,368,335
"ENSMUSG00000056682","4930465K10Rik","pseudogene","MGI Symbol",10,3,7,1,80,17,3,2,6,7,3,3
"ENSMUSG00000056687","Gm11696","antisense","MGI Symbol",70,41,34,20,29,44,84,49,38,41,74,41
"ENSMUSG00000056692","D17Wsu92e","protein_coding","MGI Symbol",3885,2136,3569,1548,2354,1999,3686,3217,3789,2232,2330,3506
"ENSMUSG00000056696","Olfr1350","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056698","Elmod3","protein_coding","MGI Symbol",230,134,264,151,145,200,218,255,167,172,152,283
"ENSMUSG00000056699","Gm5533","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000056706","Krtap7-1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,3,0
"ENSMUSG00000056708","Ier5","protein_coding","MGI Symbol",138,3,10,129,59,28,203,121,159,207,149,193
"ENSMUSG00000056716","Gm5420","lincRNA","MGI Symbol",0,0,0,0,6,0,0,0,0,0,0,0
"ENSMUSG00000056718","Gm13199","protein_coding","MGI Symbol",2,0,0,0,0,0,12,2,1,1,6,7
"ENSMUSG00000056724","Nbeal2","protein_coding","MGI Symbol",42,12,36,21,28,5,109,111,130,56,51,118
"ENSMUSG00000056728","Ctsll3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056735","A930024E05Rik","antisense","MGI Symbol",41,38,97,22,33,12,34,15,16,12,32,30
"ENSMUSG00000056737","Capg","protein_coding","MGI Symbol",16,38,26,6,1,6,59,82,64,39,22,69
"ENSMUSG00000056738","A730036I17Rik","lincRNA","MGI Symbol",0,0,0,0,3,13,6,12,1,2,4,1
"ENSMUSG00000056749","Nfil3","protein_coding","MGI Symbol",119,105,275,128,146,111,200,204,233,222,201,284
"ENSMUSG00000056752","Dnah9","protein_coding","MGI Symbol",8,12,1,28,2,15,103,93,97,35,62,71
"ENSMUSG00000056753","C330011M18Rik","protein_coding","MGI Symbol",17,28,33,12,14,17,45,32,43,29,39,38
"ENSMUSG00000056755","Grm7","protein_coding","MGI Symbol",185,255,172,152,569,245,312,263,257,273,237,336
"ENSMUSG00000056758","Hmga2","protein_coding","MGI Symbol",15,7,13,1,7,39,10,28,7,14,18,15
"ENSMUSG00000056763","Cspp1","protein_coding","MGI Symbol",87,61,59,23,134,86,213,216,214,140,382,197
"ENSMUSG00000056770","Setd3","protein_coding","MGI Symbol",1196,887,778,641,1369,868,1281,1014,987,900,1041,1063
"ENSMUSG00000056771","Gm10010","protein_coding","MGI Symbol",288,205,73,67,86,181,139,195,162,89,88,161
"ENSMUSG00000056772","Rps6-ps2","processed_pseudogene","MGI Symbol",2,1,3,0,4,2,1,0,1,0,0,1
"ENSMUSG00000056777","Rpl21-ps13","processed_pseudogene","MGI Symbol",1,0,0,1,0,1,0,0,1,2,0,3
"ENSMUSG00000056782","Olfr667","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056797","Gm4889","protein_coding","MGI Symbol",1,7,0,0,0,5,0,4,1,0,2,0
"ENSMUSG00000056812","St8sia3","protein_coding","MGI Symbol",2578,1806,2060,789,2684,2199,1582,1324,1139,1091,1460,1358
"ENSMUSG00000056815","Gm6812","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056820","Tsnax","protein_coding","MGI Symbol",1847,632,875,843,1557,862,1712,902,999,1304,1293,1010
"ENSMUSG00000056821","1700028I16Rik","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056822","Olfr166","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056824","Zfp663","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,3
"ENSMUSG00000056829","Foxb2","protein_coding","MGI Symbol",7,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056832","Ttc26","protein_coding","MGI Symbol",34,22,17,46,71,46,62,48,92,40,42,63
"ENSMUSG00000056836","Gm6851","processed_pseudogene","MGI Symbol",2,2,6,1,8,5,2,5,1,3,1,6
"ENSMUSG00000056849","Gm16415","processed_pseudogene","MGI Symbol",1,2,5,0,1,0,0,1,1,1,1,2
"ENSMUSG00000056851","Pcbp2","protein_coding","MGI Symbol",2127,1666,1369,935,2180,1474,2167,2028,1766,1332,1454,1922
"ENSMUSG00000056853","Olfr765","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056854","Pou3f4","protein_coding","MGI Symbol",47,35,15,31,24,9,87,75,68,56,58,60
"ENSMUSG00000056856","Jakmip3","protein_coding","MGI Symbol",341,136,290,232,457,247,792,644,542,426,772,624
"ENSMUSG00000056858","Olfr1502","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056863","Olfr702","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056870","Gulp1","protein_coding","MGI Symbol",37,4,79,10,43,47,94,114,105,94,100,83
"ENSMUSG00000056872","Gm10011","pseudogene","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000056877","Rps15a-ps1","processed_pseudogene","MGI Symbol",0,0,0,2,3,1,0,3,0,2,1,1
"ENSMUSG00000056880","Gadl1","protein_coding","MGI Symbol",6,0,0,0,0,0,17,2,11,0,1,1
"ENSMUSG00000056883","Olfr533","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056885","Gm4559","protein_coding","MGI Symbol",0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000056888","Glipr1","protein_coding","MGI Symbol",1,7,4,0,5,2,4,5,1,6,1,3
"ENSMUSG00000056895","Hist3h2ba","protein_coding","MGI Symbol",264,390,77,475,56,179,352,332,347,399,231,333
"ENSMUSG00000056899","Immp2l","protein_coding","MGI Symbol",87,47,21,25,56,75,33,38,27,40,14,24
"ENSMUSG00000056900","Usp13","protein_coding","MGI Symbol",1400,961,862,397,1145,549,899,588,729,646,791,713
"ENSMUSG00000056901","Tas2r102","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056904","Gm5620","processed_pseudogene","MGI Symbol",160,189,162,103,167,86,79,112,93,53,35,105
"ENSMUSG00000056910","Vmn2r107","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056912","1700017N19Rik","protein_coding","MGI Symbol",16,1,31,0,17,10,4,0,0,4,2,2
"ENSMUSG00000056917","Sipa1","protein_coding","MGI Symbol",91,143,78,68,64,98,119,140,159,119,84,174
"ENSMUSG00000056919","Cep162","protein_coding","MGI Symbol",160,170,233,58,107,154,191,241,185,201,316,177
"ENSMUSG00000056921","Olfr394","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056926","Tas2r113","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056938","Acbd4","protein_coding","MGI Symbol",305,218,304,175,134,130,195,241,204,179,139,272
"ENSMUSG00000056941","Commd7","protein_coding","MGI Symbol",788,446,679,308,609,552,506,486,576,518,417,667
"ENSMUSG00000056943","Gm10015","processed_pseudogene","MGI Symbol",9,0,29,1,3,0,2,0,0,0,1,0
"ENSMUSG00000056946","Olfr512","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056947","Mab21l1","protein_coding","MGI Symbol",70,39,9,109,307,189,130,115,104,98,112,135
"ENSMUSG00000056952","Tatdn2","protein_coding","MGI Symbol",313,361,385,243,549,232,400,401,263,188,367,484
"ENSMUSG00000056959","Olfr315","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000056961","Olfr919","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056962","Jmjd6","protein_coding","MGI Symbol",256,278,232,216,309,172,302,256,223,286,209,251
"ENSMUSG00000056966","Gjc3","protein_coding","MGI Symbol",931,313,1503,343,958,608,4774,3747,3356,3796,6076,4745
"ENSMUSG00000056972","Magel2","protein_coding","MGI Symbol",48,52,4,39,22,25,93,104,77,60,52,122
"ENSMUSG00000056973","Ces1d","protein_coding","MGI Symbol",0,1,0,0,0,0,0,4,0,1,1,1
"ENSMUSG00000056978","Hamp2","protein_coding","MGI Symbol",0,0,0,0,0,0,12,14,13,7,7,6
"ENSMUSG00000056987","Fam71d","protein_coding","MGI Symbol",4,13,0,0,1,0,11,2,3,3,3,3
"ENSMUSG00000056995","Olfr1178","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056999","Ide","protein_coding","MGI Symbol",826,1075,466,251,385,557,905,1008,669,879,577,755
"ENSMUSG00000057000","Nxf3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,3,0,0
"ENSMUSG00000057003","Myh4","protein_coding","MGI Symbol",7,75,0,1,0,11,139,835,10,31,19,284
"ENSMUSG00000057021","Vmn2r-ps159","transcribed_unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057036","Gm7536","processed_pseudogene","MGI Symbol",6,4,11,1,15,11,1,5,2,5,11,6
"ENSMUSG00000057037","Cfhr1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000057047","1700010B08Rik","protein_coding","MGI Symbol",5,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000057050","Olfr397","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057054","Inca1","protein_coding","MGI Symbol",29,7,21,12,63,22,66,40,58,33,47,53
"ENSMUSG00000057058","Skap1","protein_coding","MGI Symbol",20,20,5,17,44,28,28,11,12,32,32,14
"ENSMUSG00000057060","Slc35f3","protein_coding","MGI Symbol",1447,849,833,272,599,425,457,318,386,286,532,501
"ENSMUSG00000057067","Olfr297","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057068","Fam47e","protein_coding","MGI Symbol",0,0,4,0,0,0,0,19,0,1,3,3
"ENSMUSG00000057069","Ero1lb","protein_coding","MGI Symbol",154,109,90,109,162,90,161,131,68,133,130,125
"ENSMUSG00000057072","Spata45","protein_coding","MGI Symbol",0,0,0,0,0,1,2,5,10,3,8,3
"ENSMUSG00000057074","Ces1g","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000057092","Fxyd3","protein_coding","MGI Symbol",3,6,1,5,0,11,41,42,63,14,8,15
"ENSMUSG00000057093","C030039L03Rik","protein_coding","MGI Symbol",56,106,106,45,260,136,120,103,66,136,136,74
"ENSMUSG00000057098","Ebf1","protein_coding","MGI Symbol",299,198,308,242,789,616,931,1238,961,653,1237,975
"ENSMUSG00000057101","Zfp180","protein_coding","MGI Symbol",809,486,393,282,386,415,723,476,407,325,478,559
"ENSMUSG00000057101","Zfp180","protein_coding","MGI Symbol",809,486,393,282,386,415,723,476,407,325,478,559
"ENSMUSG00000057103","Cml1","protein_coding","MGI Symbol",58,58,176,45,40,120,171,237,201,212,94,142
"ENSMUSG00000057110","Cntrl","protein_coding","MGI Symbol",61,11,94,30,50,9,146,94,85,114,254,174
"ENSMUSG00000057113","Npm1","protein_coding","MGI Symbol",921,464,956,296,1160,736,657,585,648,777,638,690
"ENSMUSG00000057116","AF366264","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057123","Gja5","protein_coding","MGI Symbol",1,1,15,12,2,0,29,7,5,10,4,8
"ENSMUSG00000057130","Txnl4a","protein_coding","MGI Symbol",885,1078,1198,506,955,654,502,560,520,557,319,581
"ENSMUSG00000057132","Rpgrip1","protein_coding","MGI Symbol",15,21,16,0,0,4,12,10,2,3,12,1
"ENSMUSG00000057133","Chd6","protein_coding","MGI Symbol",1770,1394,1585,484,2029,1434,2234,1531,1299,1252,1932,1954
"ENSMUSG00000057134","Ado","protein_coding","MGI Symbol",920,400,751,639,511,566,1742,1718,1251,1418,1266,1519
"ENSMUSG00000057135","Scimp","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057137","Tmem140","protein_coding","MGI Symbol",0,28,0,0,0,17,16,10,25,4,13,10
"ENSMUSG00000057143","Trim12c","protein_coding","MGI Symbol",6,2,3,0,22,0,4,16,6,5,9,12
"ENSMUSG00000057147","Dph6","protein_coding","MGI Symbol",348,293,363,198,703,313,306,279,253,342,384,247
"ENSMUSG00000057149","Olfr1301","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057156","Homez","protein_coding","MGI Symbol",571,235,118,111,228,177,209,259,185,174,224,211
"ENSMUSG00000057157","Gm6054","processed_pseudogene","MGI Symbol",4,4,1,2,5,3,3,5,2,0,0,0
"ENSMUSG00000057160","Gm16372","protein_coding","MGI Symbol",2,15,3,3,1,4,3,2,8,6,10,19
"ENSMUSG00000057161","Vmn1r80","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057163","Prss2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000057170","Prl3d1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057173","Rfx8","protein_coding","MGI Symbol",0,0,0,3,0,0,5,0,0,0,0,0
"ENSMUSG00000057174","Krtap19-9b","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057176","Gm166","protein_coding","MGI Symbol",14,15,9,30,5,8,25,14,17,25,33,18
"ENSMUSG00000057177","Gsk3a","protein_coding","MGI Symbol",4868,3258,3690,3319,3851,2140,3074,2783,2563,2012,1706,2628
"ENSMUSG00000057179","Olfr747","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057181","5730455P16Rik","protein_coding","MGI Symbol",1476,1196,722,614,1933,1322,1324,1313,853,852,1366,1205
"ENSMUSG00000057182","Scn3a","protein_coding","MGI Symbol",106,86,125,28,235,129,204,222,172,155,378,187
"ENSMUSG00000057191","AB124611","protein_coding","MGI Symbol",5,0,0,1,0,1,8,13,8,9,6,17
"ENSMUSG00000057193","Slc44a2","protein_coding","MGI Symbol",717,774,421,366,502,328,505,655,546,481,372,585
"ENSMUSG00000057195","Ceacam13","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057203","Vmn1r234","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057207","Olfr1028","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057215","Platr28","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057216","Gm10807","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057219","Armc7","protein_coding","MGI Symbol",99,94,86,68,165,67,135,135,83,92,74,103
"ENSMUSG00000057223","Gm6578","protein_coding","MGI Symbol",0,1,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000057228","Aadat","protein_coding","MGI Symbol",10,0,1,4,8,4,4,1,0,2,5,8
"ENSMUSG00000057229","Atp5sl","protein_coding","MGI Symbol",426,469,343,447,894,708,464,430,448,363,267,508
"ENSMUSG00000057230","Aak1","protein_coding","MGI Symbol",8788,7384,6943,3607,8398,6188,5787,5747,5309,3581,4559,6429
"ENSMUSG00000057234","Mettl15","protein_coding","MGI Symbol",19,41,11,21,50,27,69,43,16,28,56,27
"ENSMUSG00000057236","Rbbp4","protein_coding","MGI Symbol",626,887,601,514,972,529,902,1027,701,726,710,812
"ENSMUSG00000057240","Ms4a13","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057244","Gm6139","processed_pseudogene","MGI Symbol",0,0,2,1,1,1,0,0,0,0,0,0
"ENSMUSG00000057246","BC051142","protein_coding","MGI Symbol",29,29,14,3,14,14,26,17,13,4,20,16
"ENSMUSG00000057262","Gm10020","protein_coding","MGI Symbol",1,3,1,2,2,1,3,1,0,2,3,1
"ENSMUSG00000057265","Ccdc176","protein_coding","MGI Symbol",13,34,15,2,5,12,12,13,40,11,29,22
"ENSMUSG00000057270","Olfr1501","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057278","Snrpg","protein_coding","MGI Symbol",182,134,342,160,485,284,115,139,144,233,122,168
"ENSMUSG00000057280","Musk","protein_coding","MGI Symbol",0,2,8,4,6,1,2,13,4,3,2,10
"ENSMUSG00000057286","St6galnac2","protein_coding","MGI Symbol",8,0,54,0,0,2,12,32,17,11,42,22
"ENSMUSG00000057290","Gm15732","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057315","Arhgap24","protein_coding","MGI Symbol",394,193,233,221,768,359,412,431,420,247,309,398
"ENSMUSG00000057321","Usp17ld","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057322","Rpl38","protein_coding","MGI Symbol",868,1172,1358,509,1045,804,678,649,624,1031,527,534
"ENSMUSG00000057329","Bcl2","protein_coding","MGI Symbol",1191,691,335,241,513,368,599,564,427,363,711,550
"ENSMUSG00000057335","Cep170","protein_coding","MGI Symbol",1306,1155,1247,207,1779,901,1461,1141,1014,1023,1363,1367
"ENSMUSG00000057337","Chst3","protein_coding","MGI Symbol",74,4,110,45,50,19,372,271,364,241,162,375
"ENSMUSG00000057342","Sphk2","protein_coding","MGI Symbol",1072,563,800,574,471,409,600,884,565,656,450,779
"ENSMUSG00000057346","Apol9a","protein_coding","MGI Symbol",67,40,37,14,111,13,9,12,3,3,9,1
"ENSMUSG00000057349","Olfr948","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057351","Olfr347","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057359","Gm17494","processed_transcript","MGI Symbol",3,4,1,3,4,6,1,3,5,5,8,4
"ENSMUSG00000057363","Uxs1","protein_coding","MGI Symbol",89,73,73,40,129,58,75,64,46,101,72,88
"ENSMUSG00000057367","Birc2","protein_coding","MGI Symbol",429,276,417,130,211,383,407,396,222,333,500,319
"ENSMUSG00000057370","Rpl21-ps12","processed_pseudogene","MGI Symbol",2,2,3,2,2,0,2,3,2,2,4,4
"ENSMUSG00000057375","Yipf1","protein_coding","MGI Symbol",620,469,893,298,647,415,420,351,398,403,231,291
"ENSMUSG00000057378","Ryr3","protein_coding","MGI Symbol",330,130,406,105,101,105,429,196,229,251,343,235
"ENSMUSG00000057381","Tas2r123","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057388","Mrpl18","protein_coding","MGI Symbol",1596,898,1373,745,1703,1633,1025,831,870,1050,784,794
"ENSMUSG00000057396","Zfp759","protein_coding","MGI Symbol",58,49,42,5,45,35,52,105,65,45,72,58
"ENSMUSG00000057400","Ces1c","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000057402","Cldn34b2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000057406","Whsc1","protein_coding","MGI Symbol",1111,701,1048,462,936,924,1974,1501,1335,1200,1916,1405
"ENSMUSG00000057409","Zfp53","protein_coding","MGI Symbol",53,39,85,19,38,51,56,41,27,49,47,50
"ENSMUSG00000057411","Fam173a","protein_coding","MGI Symbol",512,464,623,447,751,337,431,492,471,620,271,398
"ENSMUSG00000057417","Dcpp3","protein_coding","MGI Symbol",0,0,0,0,0,0,1,0,4,0,0,0
"ENSMUSG00000057421","Las1l","protein_coding","MGI Symbol",424,211,261,179,222,209,363,322,215,358,413,352
"ENSMUSG00000057424","Olfr934","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057425","Ugt2b37","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057439","Kir3dl2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057440","Mpp7","protein_coding","MGI Symbol",98,73,93,58,240,187,157,209,116,140,163,180
"ENSMUSG00000057443","Olfr138","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057444","Olfr910","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057446","Cts8","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057447","Olfr1205","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057454","Lypd3","protein_coding","MGI Symbol",5,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000057455","Rit2","protein_coding","MGI Symbol",6414,4197,3807,2945,5331,5428,3368,2815,2667,2577,2713,2739
"ENSMUSG00000057457","Phex","protein_coding","MGI Symbol",14,0,0,0,0,4,7,12,4,3,6,7
"ENSMUSG00000057461","Olfr591","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057464","Olfr1415","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057465","Saa2","protein_coding","MGI Symbol",11,0,0,0,0,0,4,1,0,1,1,2
"ENSMUSG00000057469","E2f6","protein_coding","MGI Symbol",1824,1066,1761,397,950,782,689,611,478,408,433,572
"ENSMUSG00000057497","Fam136a","protein_coding","MGI Symbol",257,173,136,78,226,176,131,90,59,153,82,87
"ENSMUSG00000057499","Gm6177","processed_pseudogene","MGI Symbol",0,0,0,0,0,2,1,0,1,0,0,2
"ENSMUSG00000057503","Olfr1459","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057506","Bloc1s2","protein_coding","MGI Symbol",100,53,184,31,198,101,90,62,69,95,48,51
"ENSMUSG00000057513","Vmn1r177","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057522","Spop","protein_coding","MGI Symbol",1904,1238,2450,1568,1891,890,5099,4573,4337,3262,4181,4490
"ENSMUSG00000057530","Ece1","protein_coding","MGI Symbol",1118,555,850,459,405,358,959,1267,1264,1015,728,986
"ENSMUSG00000057531","Dtnbp1","protein_coding","MGI Symbol",1862,1584,2406,826,2566,1153,1119,851,939,865,799,820
"ENSMUSG00000057534","Gm15698","protein_coding","MGI Symbol",1,0,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000057540","Olfr310","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057541","Pus7","protein_coding","MGI Symbol",134,85,129,31,116,57,318,316,237,200,279,269
"ENSMUSG00000057551","Zfp317","protein_coding","MGI Symbol",141,113,145,75,118,114,114,71,58,67,111,92
"ENSMUSG00000057554","Lgals8","protein_coding","MGI Symbol",3561,2809,2100,985,2251,1643,1506,1232,1171,898,1151,1009
"ENSMUSG00000057561","Eif1a","protein_coding","MGI Symbol",1134,363,535,179,617,731,682,432,434,581,543,486
"ENSMUSG00000057564","Olfr1508","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057572","Zbtb8os","protein_coding","MGI Symbol",188,241,174,84,243,134,177,119,114,196,162,157
"ENSMUSG00000057577","Gm10025","pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057580","Gm10012","transcribed_processed_pseudogene","MGI Symbol",6,5,6,6,13,6,7,3,5,5,9,9
"ENSMUSG00000057592","Vmn1r48","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057594","Arl16","protein_coding","MGI Symbol",2859,2429,2660,740,1497,1009,633,637,695,686,508,620
"ENSMUSG00000057596","Trim30d","protein_coding","MGI Symbol",4,0,0,0,0,1,9,16,2,11,26,12
"ENSMUSG00000057604","Lmcd1","protein_coding","MGI Symbol",84,42,61,50,47,41,121,110,112,96,54,71
"ENSMUSG00000057605","Gm6807","processed_pseudogene","MGI Symbol",2,1,4,2,1,3,2,1,2,2,0,4
"ENSMUSG00000057606","Colq","protein_coding","MGI Symbol",13,35,78,50,13,34,29,13,18,18,8,38
"ENSMUSG00000057609","Lce1a1","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057612","Vmn1r37","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057614","Gnai1","protein_coding","MGI Symbol",2619,1317,2785,1787,7852,3280,3653,2971,2330,3078,4114,3379
"ENSMUSG00000057615","Ldoc1","protein_coding","MGI Symbol",274,148,243,132,91,68,84,55,87,94,32,83
"ENSMUSG00000057626","Gm5621","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057637","Prdm2","protein_coding","MGI Symbol",1374,1050,875,405,1043,851,2027,1808,1873,905,1321,2127
"ENSMUSG00000057649","Brd9","protein_coding","MGI Symbol",713,485,675,310,1514,677,579,458,441,421,500,468
"ENSMUSG00000057650","Krtap19-2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057654","Olfr328","protein_coding","MGI Symbol",5,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057657","Rps18-ps3","protein_coding","MGI Symbol",2,2,2,2,3,2,0,2,0,0,1,1
"ENSMUSG00000057666","Gapdh","protein_coding","MGI Symbol",233,788,317,503,1471,971,711,1090,949,498,496,1382
"ENSMUSG00000057666","Gapdh","protein_coding","MGI Symbol",233,788,317,503,1471,971,711,1090,949,498,496,1382
"ENSMUSG00000057667","Bloc1s3","protein_coding","MGI Symbol",191,171,109,186,130,116,121,152,142,104,73,185
"ENSMUSG00000057672","Pkn1","protein_coding","MGI Symbol",53,88,72,41,16,51,100,116,117,78,63,79
"ENSMUSG00000057674","Gm11938","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057685","Gm8526","processed_pseudogene","MGI Symbol",4,2,5,2,1,2,2,2,1,7,0,1
"ENSMUSG00000057691","Zfp746","protein_coding","MGI Symbol",307,59,120,81,229,101,310,162,216,181,215,185
